"year","game_date","avg_release_speed"
"2021",2021-04-22,85.1903797468354
"2021",2021-04-23,85.4855696202532
"2021",2021-04-24,85.7807594936709
"2021",2021-04-25,86.0759493670886
"2021",2021-04-26,86.0459076266957
"2021",2021-04-27,86.0158658863028
"2021",2021-04-28,85.9858241459099
"2021",2021-04-29,85.955782405517
"2021",2021-04-30,85.9257406651241
"2021",2021-05-01,85.8956989247312
"2021",2021-05-02,86.2515598035312
"2021",2021-05-03,86.6074206823311
"2021",2021-05-04,86.963281561131
"2021",2021-05-05,87.319142439931
"2021",2021-05-06,87.675003318731
"2021",2021-05-07,88.0308641975309
"2021",2021-05-08,87.7583999031712
"2021",2021-05-09,87.4859356088114
"2021",2021-05-10,87.2134713144517
"2021",2021-05-11,86.941007020092
"2021",2021-05-12,86.6685427257322
"2021",2021-05-13,86.3960784313725
"2021",2021-05-14,86.2331845841785
"2021",2021-05-15,86.0702907369844
"2021",2021-05-16,85.9073968897904
"2021",2021-05-17,85.7445030425963
"2021",2021-05-18,85.5816091954023
"2021",2021-05-19,85.8185505142166
"2021",2021-05-20,86.0554918330309
"2021",2021-05-21,86.2924331518451
"2021",2021-05-22,86.5293744706594
"2021",2021-05-23,86.7663157894737
"2021",2021-05-24,86.7875281151597
"2021",2021-05-25,86.8087404408457
"2021",2021-05-26,86.8299527665317
"2021",2021-05-27,86.8511650922177
"2021",2021-05-28,86.8723774179037
"2021",2021-05-29,86.8935897435897
"2021",2021-05-30,86.8282895163907
"2021",2021-05-31,86.7629892891918
"2021",2021-06-01,86.6976890619928
"2021",2021-06-02,86.6323888347939
"2021",2021-06-03,86.5670886075949
"2021",2021-06-04,86.5360146998775
"2021",2021-06-05,86.50494079216
"2021",2021-06-06,86.4738668844426
"2021",2021-06-07,86.4427929767252
"2021",2021-06-08,86.4117190690077
"2021",2021-06-09,86.3806451612903
"2021",2021-06-10,86.1569012707722
"2021",2021-06-11,85.9331573802541
"2021",2021-06-12,85.709413489736
"2021",2021-06-13,85.485669599218
"2021",2021-06-14,85.2619257086999
"2021",2021-06-15,85.0381818181818
"2021",2021-06-16,85.4013689839572
"2021",2021-06-17,85.7645561497326
"2021",2021-06-18,86.127743315508
"2021",2021-06-19,86.4909304812834
"2021",2021-06-20,86.8541176470588
"2021",2021-06-21,86.81739241151
"2021",2021-06-22,86.7806671759613
"2021",2021-06-23,86.7439419404125
"2021",2021-06-24,86.7072167048637
"2021",2021-06-25,86.670491469315
"2021",2021-06-26,86.6337662337662
"2021",2021-06-27,86.6715490694872
"2021",2021-06-28,86.7093319052082
"2021",2021-06-29,86.7471147409291
"2021",2021-06-30,86.7848975766501
"2021",2021-07-01,86.8226804123711
"2021",2021-07-02,87.1822651235168
"2021",2021-07-03,87.5418498346625
"2021",2021-07-04,87.9014345458082
"2021",2021-07-05,88.2610192569539
"2021",2021-07-06,88.6206039680996
"2021",2021-07-07,88.9801886792453
"2021",2021-07-08,88.7339675641298
"2021",2021-07-09,88.4877464490142
"2021",2021-07-10,88.2415253338987
"2021",2021-07-11,87.9953042187831
"2021",2021-07-12,87.7490831036676
"2021",2021-07-13,87.502861988552
"2021",2021-07-14,87.2566408734365
"2021",2021-07-15,87.010419758321
